,,,INJURIES_DIRECT,INJURIES_DIRECT,DEATHS_DIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_PROPERTY
,,,count_nonzero,sum,count_nonzero,sum,count_nonzero,sum,count_nonzero,sum
STATE,EVENT_TYPE,YEAR,,,,,,,,
ALASKA,Flood,2000,0,0,0,0,0,0,5,327500.0
ALASKA,Flood,2001,0,0,0,0,0,0,0,0.0
ALASKA,Flood,2002,0,0,0,0,0,0,3,25025030.0
ALASKA,Flood,2003,0,0,0,0,0,0,6,3052500.0
ALASKA,Flood,2004,0,0,0,0,0,0,2,2525000.0
ALASKA,Flood,2005,0,0,0,0,0,0,4,50500.0
ALASKA,Flood,2006,0,0,0,0,0,0,4,77500.0
ALASKA,Flood,2007,0,0,0,0,0,0,4,27560.0
ALASKA,Flood,2008,0,0,0,0,0,0,5,27590.0
ALASKA,Flood,2009,0,0,0,0,0,0,7,305500.0
ALASKA,Flood,2010,0,0,0,0,1,1,1,2500.0
ALASKA,Flood,2011,0,0,0,0,0,0,0,0.0
ALASKA,Flood,2012,0,0,1,1,0,0,8,580250.0
ALASKA,Flood,2013,0,0,0,0,0,0,6,577500.0
ALASKA,Flood,2014,0,0,0,0,0,0,8,807500.0
ALASKA,Flood,2015,0,0,0,0,0,0,2,5000.0
ALASKA,Flood,2016,0,0,0,0,0,0,2,5000000.0
ALASKA,Flood,2017,0,0,0,0,0,0,0,0.0
ALASKA,Flood,2018,0,0,0,0,0,0,3,502500.0
ALASKA,Flood,2019,0,0,0,0,0,0,2,50000.0
ALASKA,Flood,2020,0,0,0,0,0,0,4,527500.0
ALASKA,Flood,2021,0,0,0,0,0,0,2,2530.0
ALASKA,Flood,2022,0,0,0,0,0,0,1,250000.0
ALASKA,Hail,2004,0,0,0,0,0,0,1,2500.0
ALASKA,Hail,2005,0,0,0,0,0,0,2,250250.0
ALASKA,Hail,2007,0,0,0,0,0,0,1,2500000.0
ALASKA,Hail,2010,0,0,0,0,0,0,2,50000.0
ALASKA,Hail,2015,0,0,0,0,0,0,1,25000.0
ALASKA,Hail,2018,0,0,0,0,0,0,1,25000.0
ALASKA,Heavy Snow,1996,0,0,1,1,0,0,1,2500.0
ALASKA,Heavy Snow,1997,0,0,0,0,0,0,1,2500.0
ALASKA,Heavy Snow,1998,0,0,0,0,0,0,6,1027500.0
ALASKA,Heavy Snow,1999,0,0,0,0,0,0,18,3415500.0
ALASKA,Heavy Snow,2000,0,0,2,3,0,0,12,2885250.0
ALASKA,Heavy Snow,2001,0,0,0,0,0,0,25,5928250.0
ALASKA,Heavy Snow,2002,0,0,0,0,0,0,14,1405250.0
ALASKA,Heavy Snow,2003,0,0,0,0,0,0,7,3002810.0
ALASKA,Heavy Snow,2004,1,12,0,0,0,0,11,2930000.0
ALASKA,Heavy Snow,2005,1,2,0,0,0,0,7,1052500.0
ALASKA,Heavy Snow,2006,0,0,0,0,0,0,20,6730250.0
ALASKA,Heavy Snow,2007,0,0,0,0,0,0,12,25380530.0
ALASKA,Heavy Snow,2008,0,0,0,0,1,1,15,530030.0
ALASKA,Heavy Snow,2009,0,0,0,0,0,0,27,6090310.0
ALASKA,Heavy Snow,2010,0,0,0,0,0,0,7,253030000.0
ALASKA,Heavy Snow,2011,0,0,0,0,0,0,3,50030.0
ALASKA,Heavy Snow,2012,0,0,0,0,0,0,7,805000.0
ALASKA,Heavy Snow,2013,0,0,0,0,0,0,4,2775250.0
ALASKA,Heavy Snow,2014,0,0,0,0,0,0,2,225000.0
ALASKA,Heavy Snow,2015,0,0,0,0,0,0,4,5027500.0
ALASKA,Heavy Snow,2016,0,0,0,0,0,0,2,2502500.0
ALASKA,Heavy Snow,2017,0,0,0,0,0,0,3,277500.0
ALASKA,Heavy Snow,2018,0,0,0,0,0,0,2,50000.0
ALASKA,Heavy Snow,2019,0,0,0,0,0,0,8,2827780.0
ALASKA,Heavy Snow,2020,0,0,0,0,0,0,12,660000.0
ALASKA,Heavy Snow,2021,0,0,0,0,0,0,22,5585280.0
ALASKA,Heavy Snow,2022,0,0,0,0,0,0,5,2577500.0
ALASKA,High Wind,1996,0,0,0,0,0,0,53,29423270.0
ALASKA,High Wind,1997,0,0,0,0,0,0,46,10969000.0
ALASKA,High Wind,1998,0,0,0,0,0,0,85,77591590.0
ALASKA,High Wind,1999,1,7,0,0,0,0,92,70739180.0
ALASKA,High Wind,2000,2,4,0,0,0,0,78,18011210.0
ALASKA,High Wind,2001,1,1,0,0,0,0,70,57581060.0
ALASKA,High Wind,2002,1,2,0,0,0,0,56,6616870.0
ALASKA,High Wind,2003,1,2,0,0,0,0,35,12023090.0
ALASKA,High Wind,2004,0,0,0,0,0,0,52,34201530.0
ALASKA,High Wind,2005,0,0,0,0,0,0,37,5400030.0
ALASKA,High Wind,2006,0,0,0,0,0,0,36,33020560.0
ALASKA,High Wind,2007,0,0,0,0,0,0,22,3783030.0
ALASKA,High Wind,2008,0,0,0,0,0,0,11,5382500.0
ALASKA,High Wind,2009,0,0,0,0,0,0,18,5712750.0
ALASKA,High Wind,2010,0,0,0,0,0,0,20,8235280.0
ALASKA,High Wind,2011,0,0,0,0,0,0,22,1312530.0
ALASKA,High Wind,2012,0,0,0,0,0,0,22,1713250.0
ALASKA,High Wind,2013,0,0,0,0,0,0,12,35555250.0
ALASKA,High Wind,2014,0,0,0,0,0,0,14,5860030.0
ALASKA,High Wind,2015,0,0,0,0,0,0,16,29380000.0
ALASKA,High Wind,2016,0,0,0,0,0,0,14,3608000.0
ALASKA,High Wind,2017,0,0,0,0,0,0,18,11627780.0
ALASKA,High Wind,2018,0,0,0,0,0,0,14,5880060.0
ALASKA,High Wind,2019,0,0,0,0,0,0,14,2860560.0
ALASKA,High Wind,2020,0,0,0,0,0,0,13,3128280.0
ALASKA,High Wind,2021,1,1,0,0,0,0,12,253557530.0
ALASKA,High Wind,2022,0,0,0,0,0,0,12,30852530.0
ALASKA,Thunderstorm Wind,1993,0,0,0,0,0,0,0,0.0
ALASKA,Thunderstorm Wind,2002,0,0,0,0,0,0,0,0.0
ALASKA,Thunderstorm Wind,2007,0,0,0,0,0,0,1,2500.0
ALASKA,Thunderstorm Wind,2008,0,0,0,0,0,0,0,0.0
ALASKA,Thunderstorm Wind,2010,0,0,0,0,0,0,0,0.0
ALASKA,Thunderstorm Wind,2011,0,0,0,0,0,0,0,0.0
ALASKA,Thunderstorm Wind,2019,0,0,0,0,0,0,2,50000.0
ALASKA,Tornado,2004,0,0,0,0,0,0,1,2500.0
ALASKA,Tornado,2005,0,0,0,0,0,0,0,0.0
ALASKA,Winter Storm,1996,0,0,0,0,0,0,1,25000.0
ALASKA,Winter Storm,1997,0,0,0,0,0,0,0,0.0
ALASKA,Winter Storm,1999,0,0,0,0,0,0,1,250000.0
ALASKA,Winter Storm,2000,0,0,1,2,0,0,3,2527500.0
ALASKA,Winter Storm,2001,0,0,0,0,0,0,4,300250.0
ALASKA,Winter Storm,2002,0,0,0,0,0,0,2,275000.0
ALASKA,Winter Storm,2003,0,0,0,0,0,0,1,25000.0
ALASKA,Winter Storm,2004,0,0,0,0,0,0,0,0.0
ALASKA,Winter Storm,2005,0,0,0,0,0,0,1,2500.0
ALASKA,Winter Storm,2007,0,0,0,0,0,0,0,0.0
ALASKA,Winter Storm,2008,0,0,0,0,0,0,5,280250.0
ALASKA,Winter Storm,2009,0,0,0,0,0,0,3,30000.0
ALASKA,Winter Storm,2010,0,0,0,0,0,0,5,2780000.0
ALASKA,Winter Storm,2011,0,0,0,0,0,0,22,1470250.0
ALASKA,Winter Storm,2012,0,0,0,0,0,0,7,105030.0
ALASKA,Winter Storm,2013,0,0,0,0,0,0,11,2880280.0
ALASKA,Winter Storm,2014,0,0,0,0,0,0,4,2575000.0
ALASKA,Winter Storm,2015,0,0,0,0,0,0,12,27882530.0
ALASKA,Winter Storm,2016,0,0,0,0,0,0,7,850000.0
ALASKA,Winter Storm,2017,0,0,0,0,0,0,11,3560000.0
ALASKA,Winter Storm,2018,0,0,0,0,0,0,9,605250.0
ALASKA,Winter Storm,2019,0,0,0,0,0,0,7,557500.0
ALASKA,Winter Storm,2020,0,0,0,0,0,0,5,102500.0
ALASKA,Winter Storm,2021,0,0,0,0,0,0,6,2782500.0
ALASKA,Winter Storm,2022,0,0,0,0,0,0,19,25395340.0
ALASKA,Winter Weather,1997,0,0,0,0,0,0,0,0.0
ALASKA,Winter Weather,2003,0,0,0,0,0,0,0,0.0
ALASKA,Winter Weather,2004,0,0,0,0,0,0,1,25000.0
ALASKA,Winter Weather,2005,0,0,0,0,0,0,0,0.0
ALASKA,Winter Weather,2006,1,1,1,1,0,0,3,2527500.0
ALASKA,Winter Weather,2007,0,0,0,0,0,0,2,252500.0
ALASKA,Winter Weather,2008,0,0,0,0,0,0,2,50000.0
ALASKA,Winter Weather,2010,0,0,0,0,0,0,0,0.0
ALASKA,Winter Weather,2013,0,0,0,0,0,0,0,0.0
ALASKA,Winter Weather,2014,0,0,0,0,1,1,1,2500.0
ALASKA,Winter Weather,2015,0,0,0,0,1,1,1,25000000.0
ALASKA,Winter Weather,2016,0,0,0,0,1,1,0,0.0
ALASKA,Winter Weather,2017,0,0,0,0,0,0,0,0.0
ALASKA,Winter Weather,2019,0,0,0,0,0,0,0,0.0
ALASKA,Winter Weather,2020,0,0,0,0,0,0,1,2500000.0
ALASKA,Winter Weather,2021,0,0,0,0,0,0,2,275000.0
ALASKA,Winter Weather,2022,0,0,0,0,0,0,14,702590.0
AMERICAN SAMOA,Drought,1998,0,0,0,0,0,0,5,3275000.0
AMERICAN SAMOA,Flash Flood,1999,0,0,0,0,0,0,0,0.0
AMERICAN SAMOA,Flash Flood,2000,0,0,0,0,0,0,0,0.0
AMERICAN SAMOA,Flash Flood,2003,1,6,1,4,0,0,0,0.0
AMERICAN SAMOA,Flash Flood,2004,0,0,0,0,0,0,0,0.0
AMERICAN SAMOA,Flash Flood,2005,0,0,0,0,0,0,0,0.0
AMERICAN SAMOA,Flash Flood,2006,0,0,0,0,0,0,0,0.0
AMERICAN SAMOA,Flash Flood,2007,0,0,0,0,0,0,3,52500.0
AMERICAN SAMOA,Flash Flood,2008,0,0,0,0,0,0,0,0.0
AMERICAN SAMOA,Flash Flood,2009,0,0,0,0,0,0,0,0.0
AMERICAN SAMOA,Flash Flood,2010,0,0,0,0,0,0,0,0.0
AMERICAN SAMOA,Flash Flood,2011,0,0,0,0,0,0,1,2500.0
AMERICAN SAMOA,Flash Flood,2014,0,0,0,0,0,0,1,250000.0
AMERICAN SAMOA,Flash Flood,2015,0,0,0,0,0,0,1,250000.0
AMERICAN SAMOA,Flash Flood,2016,0,0,0,0,0,0,0,0.0
AMERICAN SAMOA,Flash Flood,2017,0,0,0,0,0,0,0,0.0
AMERICAN SAMOA,Flash Flood,2018,0,0,0,0,0,0,2,500000.0
AMERICAN SAMOA,Flash Flood,2019,0,0,0,0,0,0,1,25000.0
AMERICAN SAMOA,Flash Flood,2020,0,0,0,0,0,0,1,250.0
AMERICAN SAMOA,Flash Flood,2021,0,0,0,0,0,0,0,0.0
AMERICAN SAMOA,Flash Flood,2022,0,0,0,0,0,0,0,0.0
AMERICAN SAMOA,Flood,1998,0,0,0,0,0,0,0,0.0
AMERICAN SAMOA,Flood,1999,0,0,0,0,0,0,1,2500.0
AMERICAN SAMOA,Flood,2000,0,0,0,0,0,0,0,0.0
AMERICAN SAMOA,Flood,2001,0,0,0,0,0,0,6,2557500.0
AMERICAN SAMOA,Flood,2002,0,0,0,0,0,0,1,2500.0
AMERICAN SAMOA,Flood,2003,0,0,0,0,0,0,0,0.0
AMERICAN SAMOA,Flood,2004,0,0,0,0,0,0,0,0.0
AMERICAN SAMOA,Flood,2005,0,0,0,0,0,0,1,2500000.0
AMERICAN SAMOA,High Wind,1998,0,0,0,0,0,0,1,250.0
AMERICAN SAMOA,High Wind,1999,0,0,0,0,0,0,4,2552500.0
AMERICAN SAMOA,High Wind,2000,0,0,0,0,0,0,0,0.0
AMERICAN SAMOA,High Wind,2001,0,0,0,0,0,0,0,0.0
AMERICAN SAMOA,High Wind,2002,0,0,0,0,0,0,0,0.0
AMERICAN SAMOA,High Wind,2003,0,0,0,0,0,0,3,75000.0
AMERICAN SAMOA,High Wind,2006,0,0,0,0,0,0,0,0.0
AMERICAN SAMOA,High Wind,2009,0,0,0,0,0,0,1,30.0
AMERICAN SAMOA,High Wind,2017,0,0,0,0,0,0,0,0.0
AMERICAN SAMOA,High Wind,2020,0,0,0,0,0,0,1,250000.0
AMERICAN SAMOA,High Wind,2021,0,0,0,0,0,0,0,0.0
ARIZONA,Drought,1999,0,0,0,0,0,0,0,0.0
ARIZONA,Drought,2002,0,0,0,0,0,0,2,275000.0
ARIZONA,Drought,2006,0,0,0,0,0,0,0,0.0
ARIZONA,Drought,2011,0,0,0,0,0,0,24,8445310.0
ARIZONA,Drought,2012,0,0,0,0,0,0,8,335000.0
ARIZONA,Drought,2013,0,0,0,0,0,0,6,2557500.0
ARIZONA,Drought,2014,0,0,0,0,0,0,12,6150000.0
ARIZONA,Drought,2015,0,0,0,0,0,0,3,52500.0
ARIZONA,Drought,2018,0,0,0,0,0,0,17,1885250.0
ARIZONA,Drought,2020,0,0,0,0,0,0,10,855250.0
ARIZONA,Drought,2021,0,0,0,0,0,0,29,1397530.0
ARIZONA,Drought,2022,0,0,0,0,0,0,1,250000.0
ARIZONA,Flash Flood,1996,1,2,0,0,0,0,9,360000.0
ARIZONA,Flash Flood,1997,5,125,4,20,0,0,21,30932870.0
ARIZONA,Flash Flood,1998,0,0,2,4,0,0,9,650250.0
ARIZONA,Flash Flood,1999,2,5,0,0,0,0,13,26600280.0
ARIZONA,Flash Flood,2000,0,0,1,1,0,0,6,2827500.0
ARIZONA,Flash Flood,2001,0,0,3,6,0,0,7,355000.0
ARIZONA,Flash Flood,2002,0,0,0,0,0,0,9,377780.0
ARIZONA,Flash Flood,2003,3,4,3,3,0,0,24,5590280.0
ARIZONA,Flash Flood,2004,1,2,2,2,0,0,17,1453030.0
ARIZONA,Flash Flood,2005,0,0,3,4,0,0,18,4360500.0
ARIZONA,Flash Flood,2006,0,0,3,5,0,0,18,3390310.0
ARIZONA,Flash Flood,2007,1,1,4,6,1,1,33,1963500.0
ARIZONA,Flash Flood,2008,1,3,4,7,0,0,21,51685280.0
ARIZONA,Flash Flood,2009,0,0,0,0,0,0,9,557560.0
ARIZONA,Flash Flood,2010,2,7,1,1,2,2,29,4313530.0
ARIZONA,Flash Flood,2011,1,1,1,1,0,0,11,878000.0
ARIZONA,Flash Flood,2012,2,3,3,3,0,0,38,12665750.0
ARIZONA,Flash Flood,2013,1,1,1,1,0,0,18,3192750.0
ARIZONA,Flash Flood,2014,0,0,2,2,0,0,31,8197530.0
ARIZONA,Flash Flood,2015,1,1,2,2,0,0,11,950000.0
ARIZONA,Flash Flood,2016,0,0,0,0,0,0,23,4033250.0
ARIZONA,Flash Flood,2017,1,1,2,11,0,0,26,28817530.0
ARIZONA,Flash Flood,2018,1,2,3,3,0,0,55,15468780.0
ARIZONA,Flash Flood,2019,2,2,1,1,0,0,34,7615530.0
ARIZONA,Flash Flood,2020,1,3,3,4,0,0,9,855000.0
ARIZONA,Flash Flood,2021,4,8,9,11,0,0,71,42506530.0
ARIZONA,Flash Flood,2022,1,1,0,0,0,0,28,3847750.0
ARIZONA,Flood,1996,1,1,0,0,0,0,3,52500.0
ARIZONA,Flood,1997,0,0,0,0,0,0,6,55060.0
ARIZONA,Flood,1998,0,0,0,0,0,0,4,55000.0
ARIZONA,Flood,1999,0,0,0,0,0,0,6,2557500.0
ARIZONA,Flood,2000,0,0,0,0,0,0,4,302500.0
ARIZONA,Flood,2001,0,0,0,0,0,0,0,0.0
ARIZONA,Flood,2002,0,0,0,0,0,0,2,27500.0
ARIZONA,Flood,2003,0,0,0,0,0,0,0,0.0
ARIZONA,Flood,2004,0,0,0,0,0,0,4,55000.0
ARIZONA,Flood,2005,0,0,0,0,0,0,3,250280.0
ARIZONA,Flood,2006,0,0,0,0,0,0,2,500000.0
ARIZONA,Flood,2007,0,0,0,0,0,0,8,305310.0
ARIZONA,Flood,2008,0,0,0,0,0,0,4,27780.0
ARIZONA,Flood,2009,0,0,0,0,0,0,0,0.0
ARIZONA,Flood,2010,0,0,0,0,0,0,5,25280000.0
ARIZONA,Flood,2011,0,0,0,0,0,0,0,0.0
ARIZONA,Flood,2012,1,1,1,1,0,0,1,25000.0
ARIZONA,Flood,2013,0,0,1,1,0,0,1,25000.0
ARIZONA,Flood,2014,0,0,0,0,0,0,4,2527530.0
ARIZONA,Flood,2015,0,0,0,0,0,0,0,0.0
ARIZONA,Flood,2016,0,0,0,0,0,0,1,2500.0
ARIZONA,Flood,2017,0,0,0,0,0,0,2,275000.0
ARIZONA,Flood,2018,0,0,0,0,0,0,1,25000.0
ARIZONA,Flood,2019,0,0,2,4,0,0,3,252750.0
ARIZONA,Flood,2020,0,0,0,0,0,0,1,25000.0
ARIZONA,Flood,2021,0,0,0,0,0,0,3,52500.0
ARIZONA,Flood,2022,0,0,0,0,0,0,0,0.0
ARIZONA,Hail,1955,0,0,0,0,0,0,2,275000.0
ARIZONA,Hail,1957,0,0,0,0,0,0,1,25000.0
ARIZONA,Hail,1958,0,0,0,0,0,0,0,0.0
ARIZONA,Hail,1960,0,0,0,0,0,0,1,250.0
ARIZONA,Hail,1961,0,0,0,0,0,0,2,275000.0
ARIZONA,Hail,1962,0,0,0,0,0,0,2,2525000.0
ARIZONA,Hail,1963,0,0,0,0,0,0,1,2500.0
ARIZONA,Hail,1964,0,0,0,0,0,0,3,50250.0
ARIZONA,Hail,1965,0,0,0,0,0,0,2,2750000.0
ARIZONA,Hail,1966,0,0,0,0,0,0,2,25250.0
ARIZONA,Hail,1967,0,0,0,0,0,0,1,25000.0
ARIZONA,Hail,1968,0,0,0,0,0,0,2,27500.0
ARIZONA,Hail,1970,0,0,0,0,0,0,2,50000.0
ARIZONA,Hail,1971,0,0,0,0,0,0,3,500030.0
ARIZONA,Hail,1972,0,0,0,0,0,0,6,2802530.0
ARIZONA,Hail,1973,0,0,0,0,0,0,0,0.0
ARIZONA,Hail,1974,0,0,0,0,0,0,0,0.0
ARIZONA,Hail,1976,0,0,0,0,0,0,2,500000.0
ARIZONA,Hail,1978,0,0,0,0,0,0,1,2500.0
ARIZONA,Hail,1979,0,0,0,0,0,0,6,2580000.0
ARIZONA,Hail,1980,0,0,0,0,0,0,1,2500.0
ARIZONA,Hail,1981,0,0,0,0,0,0,7,2827750.0
ARIZONA,Hail,1982,0,0,0,0,0,0,5,280250.0
ARIZONA,Hail,1983,0,0,0,0,0,0,0,0.0
ARIZONA,Hail,1984,0,0,0,0,0,0,5,57500.0
ARIZONA,Hail,1985,0,0,0,0,0,0,2,500000.0
ARIZONA,Hail,1986,0,0,0,0,0,0,2,27500.0
ARIZONA,Hail,1987,0,0,0,0,0,0,2,2750.0
ARIZONA,Hail,1988,2,4,0,0,0,0,1,2500.0
ARIZONA,Hail,1990,0,0,0,0,0,0,3,27750.0
ARIZONA,Hail,1991,0,0,0,0,0,0,2,2530.0
ARIZONA,Hail,1992,0,0,0,0,0,0,5,327500.0
ARIZONA,Hail,1993,0,0,0,0,0,0,6,802500.0
ARIZONA,Hail,1994,1,1,0,0,0,0,5,25275060.0
ARIZONA,Hail,1995,0,0,0,0,0,0,13,1082810.0
ARIZONA,Hail,1996,0,0,0,0,0,0,14,2912750.0
ARIZONA,Hail,1997,0,0,0,0,0,0,12,3155250.0
ARIZONA,Hail,1998,0,0,0,0,0,0,9,627750.0
ARIZONA,Hail,1999,1,2,0,0,0,0,16,2755530.0
ARIZONA,Hail,2000,0,0,0,0,0,0,2,275000.0
ARIZONA,Hail,2001,0,0,0,0,0,0,8,627500.0
ARIZONA,Hail,2002,1,1,0,0,0,0,5,80000.0
ARIZONA,Hail,2003,0,0,0,0,0,0,11,3305530.0
ARIZONA,Hail,2004,0,0,0,0,0,0,5,80000.0
ARIZONA,Hail,2005,0,0,1,1,0,0,16,1227560.0
ARIZONA,Hail,2006,0,0,0,0,0,0,14,26202500.0
ARIZONA,Hail,2007,0,0,0,0,0,0,14,3407530.0
ARIZONA,Hail,2008,0,0,0,0,1,1,11,878000.0
ARIZONA,Hail,2009,0,0,0,0,0,0,4,255250.0
ARIZONA,Hail,2010,1,1,0,0,0,0,13,11302530.0
ARIZONA,Hail,2011,0,0,0,0,1,1,6,300310.0
ARIZONA,Hail,2012,0,0,0,0,0,0,2,27500.0
ARIZONA,Hail,2013,0,0,0,0,0,0,4,55000.0
ARIZONA,Hail,2014,0,0,0,0,0,0,6,2557500.0
ARIZONA,Hail,2015,0,0,0,0,0,0,16,7082500.0
ARIZONA,Hail,2016,0,0,0,0,0,0,5,302750.0
ARIZONA,Hail,2017,0,0,0,0,0,0,4,27505000.0
ARIZONA,Hail,2018,1,1,0,0,0,0,13,3202750.0
ARIZONA,Hail,2019,0,0,0,0,0,0,6,2850000.0
ARIZONA,Hail,2020,0,0,0,0,0,0,7,2532560.0
ARIZONA,Hail,2021,0,0,0,0,0,0,11,3310250.0
ARIZONA,Hail,2022,0,0,0,0,0,0,3,52500.0
ARIZONA,Heavy Snow,1996,0,0,0,0,0,0,6,330000.0
ARIZONA,Heavy Snow,1997,0,0,0,0,0,0,6,375000.0
ARIZONA,Heavy Snow,1998,0,0,0,0,0,0,10,25132750.0
ARIZONA,Heavy Snow,1999,0,0,0,0,0,0,7,25102750.0
ARIZONA,Heavy Snow,2000,0,0,0,0,0,0,12,3130060.0
ARIZONA,Heavy Snow,2001,0,0,0,0,0,0,8,600060.0
ARIZONA,Heavy Snow,2002,0,0,0,0,0,0,10,87780.0
ARIZONA,Heavy Snow,2003,0,0,0,0,0,0,1,25000.0
ARIZONA,Heavy Snow,2004,1,12,0,0,0,0,9,1057500.0
ARIZONA,Heavy Snow,2005,1,3,1,2,0,0,14,703030.0
ARIZONA,Heavy Snow,2006,0,0,0,0,0,0,0,0.0
ARIZONA,Heavy Snow,2007,0,0,0,0,1,1,3,300000.0
ARIZONA,Heavy Snow,2008,3,14,0,0,0,0,13,3810250.0
ARIZONA,Heavy Snow,2009,0,0,1,1,0,0,9,25510500.0
ARIZONA,Heavy Snow,2010,1,16,0,0,0,0,12,30540000.0
ARIZONA,Heavy Snow,2011,0,0,0,0,2,3,10,1352500.0
ARIZONA,Heavy Snow,2012,0,0,0,0,0,0,10,562750.0
ARIZONA,Heavy Snow,2013,0,0,0,0,0,0,3,255000.0
ARIZONA,Heavy Snow,2014,0,0,0,0,0,0,6,327750.0
ARIZONA,Heavy Snow,2015,0,0,0,0,0,0,7,532530.0
ARIZONA,Heavy Snow,2016,0,0,0,0,0,0,5,30060.0
ARIZONA,Heavy Snow,2017,0,0,0,0,0,0,12,630310.0
ARIZONA,Heavy Snow,2018,0,0,0,0,0,0,5,50277500.0
ARIZONA,Heavy Snow,2019,0,0,0,0,0,0,17,5730500.0
ARIZONA,Heavy Snow,2020,0,0,0,0,0,0,2,27500.0
ARIZONA,Heavy Snow,2021,0,0,0,0,0,0,6,330000.0
ARIZONA,Heavy Snow,2022,0,0,0,0,0,0,5,2577500.0
ARIZONA,High Wind,1996,0,0,0,0,0,0,3,75000.0
ARIZONA,High Wind,1997,0,0,0,0,0,0,2,275000.0
ARIZONA,High Wind,1998,0,0,1,2,0,0,3,50250.0
ARIZONA,High Wind,1999,1,17,1,2,0,0,5,2530250.0
ARIZONA,High Wind,2000,0,0,0,0,0,0,4,32500.0
ARIZONA,High Wind,2001,0,0,0,0,0,0,5,30500.0
ARIZONA,High Wind,2002,0,0,0,0,0,0,4,775000.0
ARIZONA,High Wind,2003,0,0,0,0,0,0,2,250250.0
ARIZONA,High Wind,2004,0,0,0,0,0,0,5,280250.0
ARIZONA,High Wind,2005,0,0,0,0,0,0,5,300060.0
ARIZONA,High Wind,2006,0,0,0,0,0,0,4,55000.0
ARIZONA,High Wind,2007,0,0,0,0,0,0,11,590000.0
ARIZONA,High Wind,2008,1,1,0,0,0,0,6,330000.0
ARIZONA,High Wind,2009,0,0,0,0,1,1,13,3452500.0
ARIZONA,High Wind,2010,0,0,0,0,0,0,10,407500.0
ARIZONA,High Wind,2011,0,0,0,0,0,0,11,427780.0
ARIZONA,High Wind,2012,0,0,0,0,0,0,13,3405030.0
ARIZONA,High Wind,2013,0,0,0,0,0,0,8,602750.0
ARIZONA,High Wind,2014,0,0,0,0,0,0,9,382500.0
ARIZONA,High Wind,2015,0,0,0,0,0,0,1,250000.0
ARIZONA,High Wind,2016,0,0,0,0,0,0,11,1107500.0
ARIZONA,High Wind,2017,0,0,0,0,0,0,8,3052780.0
ARIZONA,High Wind,2018,0,0,0,0,0,0,8,827750.0
ARIZONA,High Wind,2019,0,0,0,0,0,0,1,250.0
ARIZONA,High Wind,2020,0,0,0,0,0,0,4,505000.0
ARIZONA,High Wind,2021,0,0,0,0,0,0,13,2885060.0
ARIZONA,High Wind,2022,0,0,0,0,0,0,20,893090.0
ARIZONA,Thunderstorm Wind,1955,0,0,0,0,0,0,4,1000000.0
ARIZONA,Thunderstorm Wind,1956,0,0,0,0,0,0,3,300000.0
ARIZONA,Thunderstorm Wind,1957,0,0,0,0,0,0,4,325000.0
ARIZONA,Thunderstorm Wind,1958,0,0,0,0,0,0,7,2553030.0
ARIZONA,Thunderstorm Wind,1959,0,0,0,0,0,0,6,2557500.0
ARIZONA,Thunderstorm Wind,1960,0,0,0,0,0,0,2,5000.0
ARIZONA,Thunderstorm Wind,1961,0,0,0,0,0,0,16,255513560.0
ARIZONA,Thunderstorm Wind,1962,0,0,0,0,0,0,2,27500.0
ARIZONA,Thunderstorm Wind,1963,0,0,0,0,0,0,10,26080000.0
ARIZONA,Thunderstorm Wind,1964,0,0,0,0,0,0,4,2552500.0
ARIZONA,Thunderstorm Wind,1965,0,0,0,0,0,0,7,555250.0
ARIZONA,Thunderstorm Wind,1966,0,0,0,0,0,0,2,2750.0
ARIZONA,Thunderstorm Wind,1967,0,0,0,0,0,0,7,532750.0
ARIZONA,Thunderstorm Wind,1968,0,0,0,0,0,0,9,1080000.0
ARIZONA,Thunderstorm Wind,1969,0,0,0,0,0,0,12,33352500.0
ARIZONA,Thunderstorm Wind,1970,0,0,0,0,0,0,8,3100250.0
ARIZONA,Thunderstorm Wind,1971,0,0,0,0,0,0,12,3555530.0
ARIZONA,Thunderstorm Wind,1972,0,0,0,0,0,0,10,310530.0
ARIZONA,Thunderstorm Wind,1973,0,0,0,0,0,0,3,255000.0
ARIZONA,Thunderstorm Wind,1974,0,0,0,0,0,0,1,25000.0
ARIZONA,Thunderstorm Wind,1975,0,0,0,0,0,0,8,290000.0
ARIZONA,Thunderstorm Wind,1976,0,0,0,0,0,0,19,1935250.0
ARIZONA,Thunderstorm Wind,1977,0,0,0,0,0,0,14,885280.0
ARIZONA,Thunderstorm Wind,1978,0,0,0,0,0,0,19,3262530.0
ARIZONA,Thunderstorm Wind,1979,0,0,0,0,0,0,15,98030.0
ARIZONA,Thunderstorm Wind,1980,0,0,0,0,0,0,12,3335250.0
ARIZONA,Thunderstorm Wind,1981,0,0,0,0,0,0,14,485000.0
ARIZONA,Thunderstorm Wind,1982,0,0,0,0,0,0,14,3207500.0
ARIZONA,Thunderstorm Wind,1983,0,0,0,0,0,0,19,1368250.0
ARIZONA,Thunderstorm Wind,1984,1,1,0,0,0,0,15,4132500.0
ARIZONA,Thunderstorm Wind,1985,3,24,0,0,0,0,5,253030.0
ARIZONA,Thunderstorm Wind,1986,2,2,0,0,0,0,16,842590.0
ARIZONA,Thunderstorm Wind,1987,1,4,0,0,0,0,10,3103000.0
